,data_id,event_date,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,clean_adm1,clean_adm2,clean_adm3,clean_adm4,latitude,longitude,source,source_scale,notes,fatalities
2205,6982620,2020-03-04,Violence against civilians,Attack,Police Forces of Uganda (1986-),,1,Civilians (Uganda),PP: People Power,7,17,Eastern,Jinja,Jinja,Jinja,0.4389,33.2031,URN (Uganda),National,"On 4 March 2020, police arrested 10 People Power activists holding a private meeting in Jinja town. The police were reported to have beaten the activists.",0.0
2206,6982623,2020-03-03,Protests,Peaceful protest,Protesters (Uganda),Students (Uganda),6,,,0,60,Northern,Moroto,Moroto,Moroto,2.5329,34.6575,URN (Uganda),National,"On 3 March 2020, students demonstrated in Moroto (Moroto district), due to a lack of clean water at the school. [size=no report]",0.0
2207,6982625,2020-03-03,Protests,Peaceful protest,Protesters (Uganda),Labour Group (Uganda),6,,,0,60,Central,Kampala,Kampala,Kampala,0.3156,32.5656,URN (Uganda),National,"On 3 March 2020, traders demonstrated in Kampala, following repeated electricity blackouts in Luwum street. [size=no report]",0.0
2208,8603439,2020-03-01,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Western,Kasese,Kasese,Kasese,0.1833,30.0833,URN (Uganda),National,"Around 1 March 2020, or 29 February 2020, residents of Kasese town (Kasese district) demonstrated against a shortage of medicines at the local government health centre. [size=no report]",0.0
2209,6978403,2020-02-26,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Central,Kalungu,Kalungu,Bukulula,-0.1806,31.8489,URN (Uganda),National,"On 26 February 2020, residents of Kyagunda village in Bukulula subcounty (Kalungu district) blocked a road required by a Chinese infrastructure contractor, following complaints that the drivers of the company were damaging houses and crops in the area, and driving recklessly. [size=no report]",0.0
2210,6978407,2020-02-26,Protests,Peaceful protest,Protesters (Uganda),FDC: Forum for Democratic Change,6,,,0,60,Eastern,Jinja,Jinja,Jinja,0.4389,33.2031,URN (Uganda),National,"On 26 February 2020, FDC members protested in Jinja town (Jinja district), following the arrest of the former party leader earlier that day (he had been due to address a rally). There is no further information. [size=no report]",0.0
2211,6977932,2020-02-25,Riots,Violent demonstration,Rioters (Uganda),PP: People Power,5,Military Forces of Uganda (1986-) Local Defense Unit,Police Forces of Uganda (1986-),1,15,Central,Wakiso,Nansana,Nansana,0.3639,32.5286,Daily Monitor (Uganda); URN (Uganda),National,"On 25 February 2020, police and LDU paramilitaries dispersed People Power supporters with tear gas and live rounds as they demonstrated in Nansana (Wakiso district), following the burial of a colleague killed in a motor accident. One demonstrator killed after being shot in the head by an LDU soldier, and several demonstrators wounded. Authorities have alleged that the demonstrators threw stones at the police, and are investigating the shooting. [size=at least several]",1.0
2212,6978016,2020-02-25,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Western,Rubanda,Rubanda,Bubale,-1.2092,29.9347,Chimp Reports,National,"On 25 February 2020, a man (who was accused of sexually assaulting an underage girl) was killed by a lynch mob in Mungaaro village in Bubaare subcounty (Rubanda district). [size=no report]",1.0
2213,7275524,2020-02-25,Riots,Violent demonstration,Rioters (Uganda),,5,Police Forces of Uganda (1986-),,1,15,Central,Kampala,Kampala,Nakulabye,0.323,32.5599,Daily Monitor (Uganda),National,"On 25 February 2020, youth blocked a road in Nakulabye (Kampala), calling for the body of a man shot dead by an LDU soldier in Nansana that same day to be returned to the family (who reside in Nakulabye). The youth engaged in 'running battles' with the police, who later agreed to return the body, on the condition that politicians did not attend the funeral. [size=no report]",0.0
2214,8990156,2020-02-25,Violence against civilians,Attack,Police Forces of Uganda (1986-),Police Forces of Uganda (1986-) Prison Guards,1,Civilians (Uganda),Prisoners (Uganda),7,17,Western,Kiryandongo,Kibanda,Kakwoko,2.0598,32.2645,Front Line Defenders,Local partner-Other,"On 25 February 2020, police arrested three land rights activists in Kisalanda village near Kakwoko (Kiryandongo district), transferring them to prison, where they were tortured. Upon their release on bail on 12 March, their houses were bulldozed.",0.0
2215,6978015,2020-02-24,Protests,Protest with intervention,Protesters (Uganda),PP: People Power; Students (Uganda),6,Police Forces of Uganda (1986-),,1,16,Western,Kabale,Kabale,Kabale,-1.2483,29.9897,Chimp Reports,National,"On 24 February 2020, police fired tear gas and live rounds (assumed aerial fire) in Kabale town (Kabale district) at People Power supporters participating in a rally, held amidst student elections at the University in Kabale. [size=no report]",0.0
2216,6978402,2020-02-24,Riots,Violent demonstration,Rioters (Uganda),PP: People Power,5,Police Forces of Uganda (1986-),,1,15,Central,Kampala,Kampala,Ndeeba,0.2921,32.5589,URN (Uganda),National,"On 24 February 2020, People Power supporters clashed with police in Ndeeba, after police prevented them from holding a meeting. Tires were burned by the PP supporters, whilst police used tear gas and live rounds against the demonstrators, and arrested six. [size=at least 6]",0.0
2217,6993791,2020-02-24,Violence against civilians,Attack,Police Forces of Uganda (1986-),Military Forces of Uganda (1986-) Local Defense Unit,1,Civilians (Uganda),FDC: Forum for Democratic Change,7,17,Central,Buikwe,Njeru,Njeru,0.4186,33.1731,Daily Monitor (Uganda); Crisis Watch,Other-National,"On 24 February 2020, police and LDU paramilitaries fired tear gas at FDC supporters holding a political rally in Njeru (Buikwe district). [size=no report]",0.0
2218,6978404,2020-02-23,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda); Taxi Drivers (Uganda); Students (Uganda),5,Police Forces of Uganda (1986-),Civilians (Uganda),1,15,Western,Kakumiro,Bugangaizi,Kakumiro,0.7806,31.3236,URN (Uganda),National,"On 23 February 2020, a lynch mob comprising of boda boda drivers (and possibly others) attempted to kill a suspected thief in Kakumiro town (Kakumiro district). Police intervened and opened fire, hitting three (including another police officer) with live rounds, including a student who died from their injuries. [size=no report]",1.0
2219,6978406,2020-02-23,Protests,Protest with intervention,Protesters (Uganda),Christian Group (Uganda),6,Police Forces of Uganda (1986-),,1,16,Eastern,Ngora,Ngora,Ngora,1.4572,33.7761,URN (Uganda),National,"On 23 February 2020, Christian protesters marched in Ngora (Ngora district), amidst a dispute over elections for the position of Bishop in the area. Police arrested over 30 demonstrators. [size=at least 30]",0.0
2220,7580035,2020-02-23,Protests,Peaceful protest,Protesters (Uganda),Christian Group (Uganda),6,,,0,60,Eastern,Kumi,Kumi,Kumi,1.489,33.9361,URN (Uganda),National,"On 23 February 2020, Christian protesters marched in Kumi (Kumi district), amidst a dispute over elections for the position of Bishop in the area. [size=no report]",0.0
2221,6876771,2020-02-20,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Central,Buikwe,Njeru,Njeru,0.4186,33.1731,URN (Uganda),National,"On 20 February 2020, over 60 residents of rural areas around Njeru demonstrated in Njeru town (Buikwe district), calling for compensation after a private company damaged property and crops in their villages. [size=over 60]",0.0
2222,7276331,2020-02-20,Riots,Mob violence,Rioters (Uganda),,5,Police Forces of Uganda (1986-),,1,15,Central,Kampala,Kampala,Kampala,0.3156,32.5656,Guardian (United Kingdom),International,"On 20 February 2020, a 'scuffle' broke out between the supporters of an academic and police outside of a courthouse in Kampala, following the quashing of her conviction for insulting the President. Live rounds were fired into the air to disperse the crowd. [size=no report]",0.0
2223,6876386,2020-02-19,Riots,Violent demonstration,Rioters (Uganda),Students (Uganda),5,Police Forces of Uganda (1986-),,1,15,Western,Kabale,Kabale,Kabale,-1.2483,29.9897,Chimp Reports,National,"On 19 February 2020, students rioted at Kigezi College in Kabale town (Kabale district), after a student was suspended for extorting other students. His colleagues threw stones at teachers and damaged property, before attempting to torch the headteachers' residence. Police used tear gas and fired live rounds into the air to disperse the students. [size=no report]",0.0
2224,6876770,2020-02-18,Riots,Violent demonstration,Rioters (Uganda),Taxi Drivers (Uganda),5,Police Forces of Uganda (1986-),,1,15,Central,Kampala,Kampala,Kampala,0.3156,32.5656,URN (Uganda),National,"On 18 February 2020, hundreds of boda boda drivers marched in Kampala claiming that police were harassing them. The demonstrators were blocked by police, leading to clashes. Police used tear gas and live rounds (presumed to be fired into the air) to clear the demonstrators. [size=hundreds]",0.0
2225,6876323,2020-02-16,Violence against civilians,Attack,Military Forces of Uganda (1986-) Fisheries Protection Unit,,1,Civilians (Uganda),Fishermen (Uganda),7,17,Western,Rubirizi,Bunyaruguru,Kisenyi,-0.3113,29.8651,Daily Monitor (Uganda); URN (Uganda),National,"On 16 February 2020, a fisherman was shot dead and another wounded by a UPDF Fisheries patrol near Kisenyi village on Lake Albert (Rubirizi district). The UPDF Fisheries spokesman alleged that the soldiers acted in self-defence, and were being threatened by the fishermen, who were attempted to hit them with their oars.",1.0
2226,6865749,2020-02-14,Violence against civilians,Attack,Unidentified Armed Group (Uganda),,3,Civilians (Uganda),Muslim Group (Uganda),7,37,Eastern,Bugiri,Bukooli,Busimba,0.6041,33.8087,Chimp Reports,National,"On 14 February 2020, an Imam was killed by at least four unknown attackers in Busimba in Iwemba subdistrict (Bugiri district). Four people have been arrested; police have accused the ADF rebel group of being involved, although this is not confirmed.",1.0
2227,6866112,2020-02-14,Protests,Protest with intervention,Protesters (Uganda),Miners (Uganda),6,Police Forces of Uganda (1986-),,1,16,Western,Rubanda,Rubanda,Kaara,-1.1491,29.7761,URN (Uganda),National,"On 14 February 2020, over 500 casual workers from a tungsten mine in Karra parish (Rubanda district) demonstrated following the abrupt closure of the mine by its international owners, which has left many without an income. Police prevented the demonstrators from marching to Rubanda town to lodge their grievances. [size=over 500]",0.0
2228,6866113,2020-02-14,Protests,Peaceful protest,Protesters (Uganda),DP: Democratic Party,6,,,0,60,Central,Kampala,Kampala,Mengo,0.3,32.5667,URN (Uganda),National,"On 14 February 2020, Democratic Party youth protested (and interrupted) at a party meeting which they believed would remove the Party Organising Secretary (supposedly on the grounds that he supported the People Power movement). The demonstration happened in the Mengo area of Kampala. Police were deployed, but did not become involved. [size=no report]",0.0
2229,6866114,2020-02-13,Protests,Protest with intervention,Protesters (Uganda),Taxi Drivers (Uganda),6,Police Forces of Uganda (1986-),,1,16,Western,Kabale,Kabale,Kabale,-1.2483,29.9897,URN (Uganda),National,"On 13 February 2020, taxi drivers demonstrated in Kabale town (Kabale district) following the decision of the Uganda Road Works Authority to prevent taxi drivers from using part of the road outside of their building. Police used tear gas and live rounds into the air to disperse the demonstrators, who had blocked the roads. [size=no report]",0.0
2230,7580034,2020-02-11,Protests,Peaceful protest,Protesters (Uganda),Students (Uganda),6,,,0,60,Central,Ssembabule,Mawogola,Lugusulu,0.1064,31.386,URN (Uganda),National,"On or before 11 February 2020, parents and students of a primary school in Kasongi in Lugusuulu subcounty (Mawogola, Ssembabule) protested following the unexpected movement of the schools' headteacher to Ntuusi subcounty, calling for authorities to leave the headmaster in place. [size=no report]",0.0
2231,6866110,2020-02-08,Protests,Peaceful protest,Protesters (Uganda),Taxi Drivers (Uganda),6,,,0,60,Western,Kabale,Kabale,Kabale,-1.2483,29.9897,URN (Uganda),National,"On 8 February 2020, taxi drivers demonstrated in Kabale town (Kabale district), following the decision of the Uganda Road Works Authority to prevent taxi drivers from using part of the road outside of their building. [size=no report]",0.0
2232,7687728,2020-02-08,Protests,Peaceful protest,Protesters (Uganda),Labour Group (Uganda),6,,,0,60,Central,Kalungu,Kalungu,Lukaya,-0.1451,31.8781,Daily Monitor (Uganda),National,"On 8 February 2020, truck drivers blocked the Kampala-Masaka road at Lukaya town (Kalungu district), calling for the release of a colleague of theirs who had been arrested for failing to pay a fine related to avoiding weighing station. [size=no report]",0.0
2233,7107754,2020-02-07,Battles,Armed clash,Matheniko Ethnic Militia (Uganda),,4,Military Forces of Uganda (1986-) Local Defense Unit,,1,14,Northern,Napak,Bokora,Napak,2.3724,34.2482,Chimp Reports,National,"On 7 February 2020, Matheniko fighters shot dead an LDU paramilitary guarding a cattle kraal in the Lapan Namigut area (Napak district), and stole his weapon.",1.0
2234,7692461,2020-02-07,Violence against civilians,Attack,Police Forces of Uganda (1986-) Uganda Wildlife Authority,,1,Civilians (Uganda),Pastoralists (Uganda),7,17,Eastern,Bukwo,Kongasis,Kapkoros,1.2473,34.7407,URN (Uganda),National,"On 7 February 2020, a civilian from Kapkoros subcounty was shot and wounded by a UWA park ranger after he was discovered (with others) grazing his livestock at an unspecified part of Mt. Elgon National Park (coordinates for Kapkoros, Kongasis county, Bukwo district, used at geoprec2). The UWA have claimed the attack was in self-defence, after the group resisted arrest, and the victim attempted to attack the park ranger (event coded as VAC pending further info).",0.0
2235,7692464,2020-02-07,Violence against civilians,Attack,Military Forces of Uganda (1986-) Local Defense Unit,Unidentified Armed Group (Uganda),1,Civilians (Uganda),Farmers (Uganda),7,17,Central,Mukono,Mukono,Ntaawo,0.3832,32.7444,URN (Uganda),National,"On 7 February 2020, around 30 men armed with pangas (and accompanied by 3 LDU paramilitaries) attacked farmers working on land belonging to a Christian University in Ntaawo (Mukono district), wounding six, and destroying crops and property on the farm. The violence is linked to a land dispute involving a businessman.",0.0
2236,7692480,2020-02-07,Violence against civilians,Attack,Military Forces of Uganda (1986-) Fisheries Protection Unit,,1,Civilians (Uganda),Fishermen (Uganda),7,17,Central,Wakiso,Busiro,Gulwe,0.0313,32.371,URN (Uganda),National,"On 7 February 2020, two fishermen were pursued by alleged members of the Fisheries Protection Unit (and who have been coded as such) at an unspecified area near Bussi island (coordinates for Gulwe, Busiro county, Wakiso district, used at geoprec2). Upon apprehending the men, the FPU soldiers cut off their hands. There is no clear motive. Four people have been arrested.",0.0
2237,7687687,2020-02-06,Battles,Armed clash,Karamajong Ethnic Militia (Uganda),,4,Military Forces of Uganda (1986-),,1,14,Northern,Napak,Bokora,Napak,2.3724,34.2482,Daily Monitor (Uganda),National,"On 6 February 2020, raiders from Karamajong (and coded as such) clashed with a UPDF soldier guarding a kraal at Katabok village in Lokopo subcounty (no geographic information found, coordinates for Napak, Lokopo subcounty, Napak district, used at geoprec2). The soldier was killed and his weapon taken by the raiders.",1.0
2238,7687720,2020-02-05,Protests,Protest with intervention,Protesters (Uganda),Teachers (Uganda),6,Police Forces of Uganda (1986-),,1,16,Eastern,Iganga,Iganga,Iganga,0.615,33.485,Daily Monitor (Uganda),National,"On 5 February 2020, over 800 teachers from several schools demonstrated during a training event at a school in Iganga town (Iganga district), in protest against unwelcome changes to the curriculum, and against a miserly stipend to cover transport to the school. Police intervened and arrested one teacher. [size=over 800]",0.0
2239,7692495,2020-02-05,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Western,Mitooma,Ruhinda,Mitoma,-0.6202,30.0453,URN (Uganda),National,"On 5 February 2020, a lynch mob killed a business man linked to the murder of his sister as he was hiding in Butabo cell in Ruhinda subcounty (no geographic information found, coordinates for Mitoma, Ruhinda county, Mitooma district, used at prec2). Police have arrested four in connection with the vigilante action. [size=at least 4]",1.0
2240,8603633,2020-02-05,Battles,Armed clash,Jie Ethnic Militia (Uganda),,4,Military Forces of Uganda (1986-),,1,14,Northern,Kotido,Jie,Lobul,3.15,33.7333,URN (Uganda),National,"Around 5 February 2020 (week of), security forces (coded as army) clashed with raiders from Kotido district (coded as Jie militia) at an unspecified location in Kotido district close to the border with Orom subcounty in Kitgum district (coordinates for Lobul, Jie county, Kotido district, used at geoprec2). One cattle raider was killed.",1.0
2241,7692504,2020-02-03,Riots,Violent demonstration,Rioters (Uganda),,5,,,0,50,Northern,Abim,Labwor,Morulem,2.5497,33.7305,URN (Uganda),National,"On 3 February 2020, residents of Odolo village in Morulem subcounty barricaded a road in Rackoko parish (no geographic information found, coordinates for Morulem town, Abim district, used at geoprec2), after their area was once again excluded from road improvement works, and amidst allegations that the engineer in charge of the project was profiting from selling materials required for the road. The demonstration lasted at least three days. [size=no report]",0.0
2242,6769353,2020-01-28,Riots,Violent demonstration,Rioters (Uganda),,5,Police Forces of Uganda (1986-),Military Forces of Uganda (1986-); Military Forces of Uganda (1986-) Local Defense Unit; Private Security Forces (Uganda),1,15,Central,Kampala,Kampala,Kalerwe,0.3775,32.5567,URN (Uganda),National,"On 28 January 2020, residents of Kalerwe suburb (Kampala) attacked private security with stones and set up barricades, in demonstration against an operation to shut down illegal electricity connections. Police, UPDF, and LDUs (who had accompanied the private security) were also present, and police (coded as actor1) used tear gas to disperse the crowds. [size=no report]",0.0
2243,6769352,2020-01-27,Protests,Protest with intervention,Protesters (Uganda),FDC: Forum for Democratic Change,6,Police Forces of Uganda (1986-),,1,16,Western,Rukiga,Rukiga,Muhanga,-1.1833,30.1333,URN (Uganda),National,"On 27 January 2020, FDC supporters were prevented by riot police from holding a rally in Muhanga (Rukiga district). [size=no report]",0.0
2244,6769354,2020-01-27,Violence against civilians,Attack,Acholi Ethnic Militia (Uganda),,4,Civilians (Uganda),Acholi Ethnic Group (Uganda),7,47,Northern,Kitgum,Chua,Kalabong,3.3978,33.3649,URN (Uganda),National,"On 27 January 2020, members of the Koki clan of the Acholi attacked Kalabong (Kitgum district), in a revenge attack directed at members of the Yom clan following the killing of a Koki teenager several days before. The source does not mention whether anyone was injured, and instead notes that property was vandalised and looted.",0.0
2245,6769355,2020-01-27,Protests,Protest with intervention,Protesters (Uganda),FDC: Forum for Democratic Change,6,Police Forces of Uganda (1986-),,1,16,Western,Rubanda,Rubanda,Rubanda,-1.1846,29.8517,URN (Uganda),National,"On 27 January 2020, FDC supporters were prevented by riot police from holding a rally in Rubanda town (Rubanda district). [size=no report]",0.0
2246,6761572,2020-01-24,Strategic developments,Disrupted weapons use,Unidentified Armed Group (Uganda),,3,Civilians (Uganda),,7,37,Northern,Gulu,Aswa,Paicho,2.8819,32.4506,Chimp Reports,National,"On 24 January 2020, a man was injured by unexploded ordnance (likely left from fighting between the UPDF and LRA) in Wilul village in Paicho sub-county (coordinates for Paicho, Aswa county, Gulu district, used at geoprec2).",0.0
2247,7107253,2020-01-22,Riots,Violent demonstration,Rioters (Uganda),FDC: Forum for Democratic Change; Civilians (Uganda); Journalists (Uganda),5,Police Forces of Uganda (1986-),,1,15,Eastern,Jinja,Jinja,Jinja,0.4389,33.2031,URN (Uganda),National,"On 22 January 2020, FDC supporters clashed with police in Jinja (Jinja district) during a rally in the town, whilst the ex-FDC leader was arrested (alongside a journalists who was conducting a radio interview with the ex-leader). [size=no report]",0.0
2248,6761919,2020-01-20,Protests,Protest with intervention,Protesters (Uganda),FDC: Forum for Democratic Change,6,Police Forces of Uganda (1986-),,1,16,Eastern,Jinja,Jinja,Jinja,0.4389,33.2031,URN (Uganda),National,"On 20 January 2020, FDC supporters marched in Jinja (Jinja district), but were dispersed by police, who beat an unspecified number of supporters in Masese III slum. [size=no report]",0.0
2249,6761920,2020-01-20,Protests,Protest with intervention,Protesters (Uganda),FDC: Forum for Democratic Change,6,Police Forces of Uganda (1986-),,1,16,Eastern,Mbale,Mbale,Mbale,1.0806,34.175,URN (Uganda),National,"On 20 January 2020, FDC supporters marched in Mbale town (Mbale district) in a belated celebration of the 15 year anniversary of the formation of the party, but were intercepted by police, who also arrested the FDC party chairman. [size=no report]",0.0
2250,6761921,2020-01-20,Battles,Armed clash,Turkana Ethnic Militia (Kenya),,4,Military Forces of Uganda (1986-),,1,14,Northern,Kotido,Kotido,Panyangara,2.9594,34.138,URN (Uganda),National,"On 20 January 2020, Turkana cattle raiders attacked Kamour village in Panyangara sub-county (coordinates for Panyangara, Jie county, Kotido district, used at geoprec2), and clashed with UPDF soldiers stationed at the village to prevent raiding. In the crossfire, four pastoralist teenagers were killed (one of whom died at a hospital having been injured in the gunfire).",4.0
2251,7210469,2020-01-20,Riots,Violent demonstration,Rioters (Uganda),FDC: Forum for Democratic Change,5,Police Forces of Uganda (1986-),Military Forces of Uganda (1986-),1,15,Eastern,Soroti,Soroti,Soroti,1.6856,33.6164,Chimp Reports; URN (Uganda),National,"On 20 January 2020, FDC supporters marched in Soroti town (Soroti district), but were intercepted by police. FDC supporters threw stones at the police and burned tires in the roads, before police (and UPDF reinforcements) dispersed the crowd with tear gas and beatings, wounding three (including a six-month old child). Two police officers have been arrested. [size=no report]",0.0
2252,6722569,2020-01-15,Violence against civilians,Attack,Unidentified Armed Group (Uganda),,3,Civilians (Uganda),Government of Uganda (1986-),7,37,Western,Ntungamo,Ntungamo,Ntungamo,-0.8666,30.2666,URN (Uganda),National,"On 15 January 2020, four youths attacked the speaker of the Ntungamo district assembly at Ntungamo town (Ntungamo district) with pepper spray. The incident is reportedly linked to the speaker's intention to contest a seat of a former ally in upcoming elections. [size=4]",0.0
2253,6722571,2020-01-15,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda); Taxi Drivers (Uganda),5,Civilians (Uganda),,7,57,Central,Kampala,Kampala,Kalerwe,0.3775,32.5567,URN (Uganda),National,"On 15 January 2020, a mob of boda boda drivers attempted to kill a suspected motorbike thief in Kalerwe (Kampala). Police intervened, and rescued the victim before he could be set alight. [size=no report]",0.0
2254,6994426,2020-01-15,Protests,Peaceful protest,Protesters (Uganda),Taxi Drivers (Uganda),6,,,0,60,Central,Kampala,Kampala,Kampala,0.3156,32.5656,URN (Uganda),National,"During the month of January 2020, taxi drivers protested at the Kampala Capital City Authority HQ, calling for authorities to enforce recent changes to taxi stands in the city. The drivers say that some taxi drivers are not respecting the changes, which is penalising those who have adhered to them. [size=no report]",0.0
2255,6722214,2020-01-13,Protests,Protest with intervention,Protesters (Uganda),,6,Police Forces of Uganda (1986-),,1,16,Central,Kampala,Kampala,Kampala,0.3156,32.5656,URN (Uganda); Daily Monitor (Uganda),National,"On 13 January 2020, anti-corruption activists marched in Kampala. Police intercepted the demonstrators, and arrested 13 organisers. [size=at least 13]",0.0
2256,7107750,2020-01-13,Battles,Armed clash,Turkana Ethnic Militia (Uganda),,4,Military Forces of Uganda (1986-),,1,14,Northern,Kotido,Kotido,Losilang,3.0881,34.1544,Chimp Reports,National,"On 13 January 2020, two UPDF members guarding a cattle kraal were killed by Turkana fighters at Toruchup in Losilang parish (Kotido district). The attackers then stole the weapons belonging to the soldiers.",2.0
2257,7692488,2020-01-12,Riots,Mob violence,Rioters (Uganda),Teso Ethnic Group (Uganda),5,Civilians (Uganda),Karamajong Ethnic Group (Uganda),7,57,Northern,Abim,Labwor,Apeitolim,2.4698,33.7582,URN (Uganda),National,"On 12 January 2020, members of the Teso ethnic group lynched a Karamajong man in Apeitolim (Napak district) after he was spotted sharing a motorbike with the wife of a Teso inhabitant. [size=no report]",1.0
2258,7692497,2020-01-12,Violence against civilians,Attack,Karamajong Ethnic Militia (Uganda),,4,Civilians (Uganda),Teso Ethnic Group (Uganda),7,47,Northern,Abim,Labwor,Apeitolim,2.4698,33.7582,URN (Uganda),National,"On or after 12 January 2020, members of the Karamajong ethnic group (coded as Karamajong militia) attacked members of the Teso group living in Apeitolim (Napak district), torching 24 dwellings, and killing a small child who was in one of them. The attack is a retaliation for a lynching that took place on 12 Jan. 20 were arrested following the attack.",1.0
2259,7576368,2020-01-10,Protests,Protest with intervention,Protesters (Uganda),Labour Group (Uganda),6,Police Forces of Uganda (1986-),,1,16,Western,Ntungamo,Ruhaama,Ruhaama,-0.9861,30.3517,URN (Uganda); Daily Monitor (Uganda),National,"On 10 January 2020, miners marched to Ruhaama (Ntungamo district) from surrounding areas, in protest at alleged abuses by police officers directed towards them, and the low prices paid by a mineral trading firm in the area (which has a monopoly on trade). Police attempted to prevent demonstrators from marching, though were unsuccessful in doing so.[size=400]",0.0
2260,7692467,2020-01-10,Riots,Mob violence,Rioters (Uganda),Government of Uganda (1986-),5,Civilians (Uganda),Labour Group (Uganda),7,57,Central,Ssembabule,Lwemiyaga,Lwemiyaga,0.0848,31.0959,URN (Uganda),National,"As reported on 10 January 2020 (and implied to have occurred recently; time precision 3 used) a mob attacked milk vendors at an unspecified location in Ssembabule district, assaulting the vendors and vandalising their property. A local MP is suspected of organising the mob. [size=no report]",0.0
2261,7692481,2020-01-10,Protests,Protest with intervention,Protesters (Uganda),Pastoralists (Uganda); Government of Uganda (1986-),6,Police Forces of Uganda (1986-),,1,16,Central,Ssembabule,Lwemiyaga,Lwemiyaga,0.0848,31.0959,URN (Uganda),National,"On 10 January 2020, pastoralists staged a demonstration in Lwemiyaga (Ssembabule district) in which they attempted to take their cattle to sale at the market, despite a ban due to an outbreak of foot and mouth disease. Police arrested a local MP who organised the demonstration. [size=no report]",0.0
2262,7107758,2020-01-08,Battles,Armed clash,Karamajong Ethnic Militia (Uganda),,4,Military Forces of Uganda (1986-),,1,14,Northern,Kotido,Jie,Nakapelimoru,3.0072,34.1983,Chimp Reports,National,"On 8 January 2020, two UPDF soldiers were stabbed by three Karamajong raiders at a water pump in Nakapelimoru sub-county (Kotido districts). The raiders then stole the weapons of the wounded soldiers.",0.0
2263,7214365,2020-01-08,Violence against civilians,Attack,Police Forces of Uganda (1986-) Uganda Wildlife Authority,,1,Civilians (Uganda),,7,17,Eastern,Bulambuli,Bulambuli,Buluganya,1.2203,34.3855,URN (Uganda),National,"On or after 8 January 2020, a charcoal burner was killed near Sosomi in Buluganya subcounty (Bulambuli district, coordinates for Buluganya used at geoprec2). UWA - who were conducting operations in the area at the time - are suspected of killing the civilian, and have been coded as actor1.",1.0
2264,6718619,2020-01-07,Riots,Mob violence,Rioters (South Sudan),Vigilante Group (South Sudan); Refugees/IDPs (South Sudan),5,Civilians (Uganda),Police Forces of Uganda (1986-),7,57,Northern,Moyo,Moyo,Logoba,3.6828,31.7033,URN (Uganda); Chimp Reports,National,"On 7 January 2020, a lynch mob comprising South Sudanese refugees attempted to kill a man suspected of murdering two refugees. A police officer intervened, but one refugee took the officer's weapon and shot the officer dead. The event occurred in Onyire village (Moyo district, coordinates for Logoba used at geoprec2). [size=no report]",1.0
2265,7214389,2020-01-07,Protests,Peaceful protest,Protesters (Uganda),Taxi Drivers (Uganda),6,,,0,60,Central,Mukono,Mukono,Mukono,0.3533,32.7553,URN (Uganda),National,"On or after 7 January 2020, boda boda drivers protested in Mukono town (Mukono district), carrying the body of a colleague (who had been killed after being hit by a commercial taxi) to the police station, and demanding the release of their colleagues who had earlier attempted to mobilise boda drivers for a demonstration. [size=100]",0.0
2266,6718618,2020-01-06,Riots,Violent demonstration,Rioters (Uganda),PP: People Power,5,Police Forces of Uganda (1986-),,1,15,Central,Wakiso,Kyadondo,Kasangati,0.4402,32.6035,Chimp Reports; Daily Monitor (Uganda); URN (Uganda); AP,National-International,"On 6 January 2020, People Power supporters gathered in Kasangati (Wakiso district) to welcome Bobi Wine MP's run for the presidency. Police blocked the road and arrested Bobi Wine, before firing tear gas and rubber bullets at his supporters (who were reported by police to have blocked roads with wood and tires, and engaged in clashes with police, and have been recorded as rioters pending further information), with one police officer wounded by a stray rubber bullet. (Note that initial reports claiming that an infant had died from inhaling tear gas were incorrect, according to police) [size=no report]",0.0
2267,6718692,2020-01-06,Protests,Protest with intervention,Protesters (Uganda),PP: People Power,6,Police Forces of Uganda (1986-),,1,16,Central,Wakiso,Kyadondo,Gayaza,0.4498,32.6111,Chimp Reports,National,"On 6 January 2020, People Power supporters gathered in Gayaza (Wakiso district) for a rally in support of the movement and of Bobi Wine MP's run for the presidency. Police arrested several protesters who refused to vacate the area, and fired tear gas upon the crowd. [size=no report]",0.0
2268,7214318,2020-01-06,Violence against civilians,Attack,Police Forces of Uganda (1986-) Uganda Wildlife Authority,,1,Civilians (Uganda),,7,17,Eastern,Bududa,Manjiya,Bufuma,1.0533,34.4107,URN (Uganda),National,"On or after 6 January 2020, a charcoal burner was killed near Kitsatsa village in Bumayoka subcounty (Bududa district, coordinates for Bufuma used at geoprec2). UWA - who were conducting operations in the area at the time - are suspected of killing the civilian, and have been coded as actor1.",1.0
